종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
17550,수산세보틱스,KOSPI,,,32902,특수 목적용 기계 제조업,12,,"62,399,130",500,"31,199,565,000",원(KRW),"양희준, 김병현 (각자대표) ",031-352-7733,경기도 화성시  양감면 정문송산로 260 
50960,수산아이앤티,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"6,751,000",500,"3,375,500,000",원(KRW),정은아,02)541-0073,"서울특별시 강남구 밤고개로5길 13 (수서동, 수산빌딩) "
126720,수산인더스트리,KOSPI,,,64202,건물설비 설치 공사업,12,,"14,286,000",200,"2,857,200,000",원(KRW),"한봉섭,정보윤(각자대표)",02-514-1541,충청남도 천안시 서북구 천일고3길 47 
84180,수성웹툰,KOSDAQ,중견기업부,,32901,일반 목적용 기계 제조업,12,,"17,947,011","5,000","89,735,055,000",원(KRW),김덕진.유영학,032-818-5160,인천광역시 서구 뱃길1로 42 수성웹툰 주식회사 
253840,수젠텍,KOSDAQ,벤처기업부,,32103,의료용품 및 기타 의약 관련제품 제조업,12,,"16,743,200",500,"8,371,600,000",원(KRW),손미진,043-710-2884,대전광역시 유성구 테크노2로 206 사무동2층 수젠텍 
185190,수프로,KONEX,일반기업부,,74602,산업용 농·축산물 및 동·식물 도매업,3,IBK증권,"9,238,625",200,"1,847,725,000",원(KRW),채일,02-6300-2444,서울특별시 서초구  강남대로 27 (양재동) aT센터 1301호
298830,슈어소프트테크,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"52,619,061",100,"5,345,603,100",원(KRW),배현섭,031-606-2000,경기도 성남시 수정구 금토로80번길 37 인피니티타워 E동
236200,슈프리마,KOSDAQ,우량기업부,,32604,통신 및 방송 장비 제조업,12,,"7,193,273",500,"3,596,636,500",원(KRW),"이재원, 김한철 각자대표",031-783-4505,"경기도 성남시 분당구 정자일로 248, 16층 "
94840,슈프리마에이치큐,KOSDAQ,벤처기업부,,32604,통신 및 방송 장비 제조업,12,,"10,471,840",500,"5,235,920,000",원(KRW),이재원,031-783-4505,경기도 성남시 분당구  정자일로 248 파크뷰 16층
192440,슈피겐코리아,KOSDAQ,우량기업부,,33309,그외 기타 제품 제조업,12,,"6,216,363",500,"3,108,181,500",원(KRW),김대영,02-6713-6041,서울특별시 강남구 봉은사로 446 슈피겐HQ 
424960,스마트레이더시스템,KOSDAQ,기술성장기업부,기술성장기업,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,,"15,677,340",500,"7,838,670,000",원(KRW),김용환,,경기도 성남시 분당구 성남대로925번길 41 파인벤처빌딩 3층 
99440,스맥,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"40,243,394",500,"20,121,697,000",원(KRW),최영섭,055-340-4800,경상남도 김해시 주촌면 골든루트로 157-10 
53210,스카이라이프,KOSPI,,,106002,텔레비전 방송업,12,,"47,522,955","2,500","119,554,915,000",원(KRW),최영범,02-2003-3000,"서울특별시 마포구 매봉산로 758층, 9층 "
276040,스코넥,KOSDAQ,기술성장기업부,기술성장기업,105802,소프트웨어 개발 및 공급업,12,,"12,830,335",500,"6,415,167,500",원(KRW),박원철,02-458-3742,"서울특별시 강남구 선릉로 577, 9층(역삼동, 조선내화빌딩) &nbsp"
159910,스킨앤스킨,KOSDAQ,중견기업부,,32004,기타 화학제품 제조업,12,,"39,888,358",100,"3,988,835,800",원(KRW),"권영원, 송호길",070-5073-4910,경기도 파주시 문산읍 돈유2로 14-1 씨동
204210,스타에스엠리츠,KOSPI,,,126801,부동산 임대 및 공급업,12,,"7,826,815","5,000","39,134,075,000",원(KRW),장정성,02-6253-5911,"서울특별시 성동구 아차산로 113 9층(성수동2가, 삼진빌딩)"
60240,스타코링크,KOSDAQ,관리종목(소속부없음),,33101,선박 및 보트 건조업,12,,"3,231,418",500,"1,650,709,000",원(KRW),오광배(단독대표),031-8068-6602,경기도 안양시 동안구 부림로170번길 41-13 5층(관양동) 
115570,스타플렉스,KOSDAQ,중견기업부,,32202,플라스틱제품 제조업,12,,"7,984,508",500,"3,992,254,000",원(KRW),강민표,043-878-4071,충청북도 음성군  삼성면 대성로 417 
330730,스톤브릿지벤처스,KOSDAQ,중견기업부,,116409,기타 금융업,12,,"18,150,830",500,"9,075,415,000",원(KRW),유승운,02-6182-4700,"서울특별시 강남구 테헤란로 211 14층(역삼동, 케이에프에이에스빌딩) "
352090,스톰테크,KOSDAQ,중견기업부,,32202,플라스틱제품 제조업,12,,"26,872,998",100,"2,687,299,800",원(KRW),"강기환, 최준수",02-2661-7517,서울특별시 강서구 화곡로68길 143 
253450,스튜디오드래곤,KOSDAQ,우량기업부,,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,,"30,058,498",500,"15,029,249,000",원(KRW),Jang Kyung-ik,02-371-7076,"서울특별시 마포구 매봉산로 75 1701호 (상암동, 디디엠씨) "
408900,스튜디오미르,KOSDAQ,중견기업부,,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,,"32,729,532",100,"3,283,122,600",원(KRW),유재명,02-862-0571,"서울특별시 금천구 디지털로9길 33 1701호(가산동, 아이티미래타워) "
204630,스튜디오산타클로스,KOSDAQ,관리종목(소속부없음),,189001,창작 및 예술관련 서비스업,12,,"5,089,941",500,"2,544,970,500",원(KRW),배준오,02-2299-8089,"서울특별시 성동구 독서당로39길 37-37 302호(옥수동, 루하우스)"
415380,스튜디오삼익,KOSDAQ,중견기업부,,74705,기타 생활용품 소매업,12,,"4,225,498",500,"2,112,749,000",원(KRW),최정석,1833-4780,서울특별시 마포구 토정로 115 스튜디오삼익빌딩
26890,스틱인베스트먼트,KOSPI,,,116402,신탁업 및 집합투자업,12,,"41,678,175",500,"20,839,087,500",원(KRW),"곽동걸, 강신우",02-3404-7800,서울특별시 강남구 테헤란로78길 12 MSA빌딩
13810,스페코,KOSDAQ,중견기업부,,32902,특수 목적용 기계 제조업,12,,"14,655,470",500,"7,327,735,000",원(KRW),"김재현, 이열",02-3498-3243,서울특별시 강남구 학동로 171 삼익빌딩 7층
347700,스피어,KOSDAQ,기술성장기업부,기술성장기업,105802,소프트웨어 개발 및 공급업,12,,"38,500,917",500,"19,250,458,500",원(KRW),최광수,1661-2858,서울특별시 강남구 삼성로95길 27 3층 
49830,승일,KOSDAQ,중견기업부,,32509,기타 금속 가공제품 제조업,12,,"6,132,112",500,"3,066,056,000",원(KRW),현창수,02-2186-1293,충청남도 천안시 서북구  직산읍 4산단1길 10 
20710,시공테크,KOSDAQ,우량기업부,,137302,전문디자인업,12,,"20,047,970",500,"10,023,985,000",원(KRW),김승태,02-3438-0077,경기도 성남시 분당구 판교역로 225-20 시공빌딩
33170,시그네틱스,KOSDAQ,중견기업부,,32601,반도체 제조업,12,,"85,728,319",500,"42,864,159,500",원(KRW),심재석,031-940-7400,경기도 파주시 탄현면 평화로 711 
48870,시너지이노베이션,KOSDAQ,벤처기업부,,32701,의료용 기기 제조업,12,,"87,880,814",500,"43,940,407,000",원(KRW),박진형,02-2191-0716,"경기도 성남시 중원구 사기막골로 52 5층(상대원동, 선텍시티2)"
25320,시노펙스,KOSDAQ,우량기업부,,32602,전자부품 제조업,12,,"87,991,570",500,"44,428,841,500",원(KRW),손경익,031-379-7777,경상북도 포항시 북구 청하면 동해대로2315번길 54-2 -
134790,시디즈,KOSPI,,,33201,가구 제조업,12,,"2,000,000",500,"1,000,000,000",원(KRW),"김태은, 우인환 (각자대표)",02-3400-6339,경기도 평택시 세교산단로 67-20 (주)시디즈
340810,시선AI,KOSDAQ,기술성장기업부,기술성장기업,105802,소프트웨어 개발 및 공급업,12,,"10,597,863",500,"5,323,930,500",원(KRW),남운성,02-6277-7800,서울특별시 강남구 테헤란로22길 12 
269620,시스웍,KOSDAQ,관리종목(소속부없음),,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,,"148,582,691",100,"14,858,269,100",원(KRW),이종원,042-932-4850,대전광역시 유성구 테크노7로 32-13(용산동) 
56090,시지메드텍,KOSDAQ,벤처기업부,,32701,의료용 기기 제조업,12,,"103,259,036",500,"51,629,518,000",원(KRW),유현승,031-860-6800,경기도 의정부시 산단로76번길 20 &nbsp
429270,시지트로닉스,KOSDAQ,기술성장기업부,기술성장기업,32601,반도체 제조업,12,,"4,506,250",500,"2,253,125,000",원(KRW),심규환 (단독 대표이사),063-262-4650,전라북도 완주군 봉동읍 테크노밸리로 497 
418250,시큐레터,KOSDAQ,관리종목(소속부없음),,105802,소프트웨어 개발 및 공급업,12,,"7,981,542",500,"3,990,771,000",원(KRW),정동진,031-608-8866,"경기도 성남시 수정구 금토로80번길 11, 14층 1401호 &nbsp"
131090,시큐브,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"40,000,000",100,"4,400,000,000",원(KRW),김명배,02-6261-9300,"서울특별시 구로구  디지털로26길 111 JnK디지털타워 801,802,803호"
462870,시프트업,KOSPI,,,105802,소프트웨어 개발 및 공급업,12,,"58,484,720",200,"11,696,944,000",원(KRW),김형태,070-8672-5597,서울특별시 서초구 서초대로77길 55 
16590,신대양제지,KOSPI,,,31702,"골판지, 종이 상자 및 종이용기 제조업",12,,"40,297,820",500,"20,148,910,000",원(KRW),"권혁홍, 이상천(각자 대표이사)",031-494-7911,경기도 안산시 단원구 별망로 129 -
290520,신도기연,KOSDAQ,투자주의환기종목(소속부없음),,32902,특수 목적용 기계 제조업,12,,"15,929,362",500,"7,964,681,000",원(KRW),박웅기,,경기도 시흥시 마유로238번길 21 
29530,신도리코,KOSPI,,,32603,컴퓨터 및 주변장치 제조업,12,,"10,080,029","5,000","50,400,145,000",원(KRW),서동규,02-460-1114,서울특별시 성동구  성수이로24길 3 (주)신도리코
4970,신라교역,KOSPI,,,10301,어로 어업,12,,"16,000,000",500,"8,000,000,000",원(KRW),김호운,02-3434-9900,서울특별시 강동구 고덕비즈밸리로6길 30 -
1000,신라섬유,KOSDAQ,중견기업부,,126801,부동산 임대 및 공급업,12,,"24,277,540",100,"2,427,754,000",원(KRW),박재흥,053-960-1117,대구 동구 각산동 291-1 
25870,신라에스지,KOSDAQ,중견기업부,,74603,음·식료품 및 담배 도매업,12,,"4,000,000",500,"2,000,000,000",원(KRW),권기서,02-416-0771,서울특별시 강동구 고덕비즈밸리로6길 30 15층
215600,신라젠,KOSDAQ,중견기업부,,137001,자연과학 및 공학 연구개발업,12,,"138,129,836",500,"69,064,918,000",원(KRW),김재경,02-368-2600,"서울특별시 중구 청계천로 106 3층(수표동, 크리스탈스퀘어)"
65350,신성델타테크,KOSDAQ,우량기업부,,32805,가정용 기기 제조업,12,,"27,483,948",500,"13,741,974,000",원(KRW),구본상·이동한(각자 대표이사),055-260-1000,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주) 
416180,신성에스티,KOSDAQ,벤처기업부,,33003,자동차 신품 부품 제조업,12,,"9,039,778",500,"4,519,889,000",원(KRW),"안병두, 손태도(각자 대표)",070-8823-2973,경상남도 창원시 마산회원구 3·15대로 711 대아빌딩 
11930,신성이엔지,KOSPI,,,32601,반도체 제조업,12,,"205,848,151",500,"103,034,075,500",원(KRW),이지선,02-6312-1000,"경기도 과천시 과천대로7길 20 A타워 14층,15층 "
5390,신성통상,KOSPI,,,74607,기타 전문 도매업,6,,"143,708,390",500,"71,854,195,000",원(KRW),대표이사 염태순,02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동) 
4170,신세계,KOSPI,,,74701,종합 소매업,12,,"9,645,181","5,000","49,225,905,000",원(KRW),박주형,02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계
35510,신세계 I&C,KOSPI,,,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,,"15,268,540",500,"7,634,270,000",원(KRW),양윤지,02-3397-1234,"서울특별시 강남구 테헤란로 231 이스트 24층(역삼동, 센터필드)"
31430,신세계인터내셔날,KOSPI,,,74704,"섬유, 의복, 신발 및 가죽제품 소매업",12,,"35,343,000","1,000","35,700,000,000",원(KRW),"윌리엄 김, 김홍극 (각자대표)",02-6979-1234,서울특별시 강남구 도산대로 449 -
31440,신세계푸드,KOSPI,,,95601,음식점업,12,,"3,872,480","5,000","19,362,400,000",원(KRW),강승협,02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)"
6880,신송홀딩스,KOSPI,,,74602,산업용 농·축산물 및 동·식물 도매업,12,,"11,828,858",500,"5,914,429,000",원(KRW),조갑주,27801400,서울특별시 영등포구 여의나루로 53-1 
162300,신스틸,KOSDAQ,우량기업부,,32401,1차 철강 제조업,12,,"41,471,382",100,"4,147,138,200",원(KRW),신승곤,051-972-7215,부산광역시 강서구 미음산단4로 174 
290560,신시웨이,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"3,877,972",500,"1,993,246,000",원(KRW),"정재훈, 유경석 (각자 대표이사)",02-6281-9604,"서울특별시 송파구 법원로9길 26, 제4층 제디-405호(문정동, 에이치비지니스파크) "
2800,신신제약,KOSDAQ,중견기업부,,32102,의약품 제조업,12,,"15,170,500",500,"7,585,250,000",원(KRW),이병기,02-2030-1700,세종특별자치시  소정면 소정산단동로 9 - 
472220,신영스팩10호,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"4,690,000",100,"469,000,000",원(KRW),김용국,02-2004-9452,"서울특별시 영등포구 국제금융로8길 16, 5층(여의도동, 신영증권빌딩) "
430220,신영스팩8호,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"6,760,000",100,"676,000,000",원(KRW),변 해 봉,,"서울특별시 영등포구 국제금융로8길 16, 5층(여의도동, 신영증권 빌딩) "
445970,신영스팩9호,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"5,360,000",100,"536,000,000",원(KRW),손길현,02-2004-9452,"서울특별시 영등포구 국제금융로8길 16, 5층 (여의도동, 신영증권빌딩) "
5800,신영와코루,KOSPI,,,31401,봉제의복 제조업,12,,"9,000,000",500,"4,500,000,000",원(KRW),"이의평, 이성원",02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루
1720,신영증권,KOSPI,,,116601,금융 지원 서비스업,3,,"16,440,000","5,000","82,200,000,000",원(KRW),"원종석, 황성엽",02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)"
9270,신원,KOSPI,,,31401,봉제의복 제조업,12,,"100,052,356",500,"51,293,178,000",원(KRW),박정주,02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩
17000,신원종합개발,KOSDAQ,우량기업부,,64101,건물 건설업,12,,"11,668,027","5,000","60,989,616,000",원(KRW),김성민,02-6908-7000,경기도 화성시 봉담읍 와우안길 109 제상가층 제1호
2700,신일전자,KOSPI,,,74605,기계장비 및 관련 물품 도매업,12,,"71,047,521",500,"35,523,760,500",원(KRW),정윤석,02-2081-3420,충청남도 천안시 서북구 입장면 연곡길 308 -
12790,신일제약,KOSDAQ,우량기업부,,32102,의약품 제조업,12,,"11,986,415",500,"5,993,207,500",원(KRW),홍재현,02-2211-6700,충북 충주시 앙성면 본평리 산 5-1 
138070,신진에스엠,KOSDAQ,중견기업부,,32509,기타 금속 가공제품 제조업,12,,"17,503,204",500,"8,751,602,000",원(KRW),"김은식, 김은주(각자대표)",031-369-7400,전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장 
226330,신테카바이오,KOSDAQ,기술성장기업부,기술성장기업,105802,소프트웨어 개발 및 공급업,12,,"15,258,475",500,"7,629,237,500",원(KRW),정종선,070-7663-0958,"대전광역시 유성구 엑스포로 1 1903호(도룡동, 엑스포타워) "
2870,신풍,KOSPI,,,74607,기타 전문 도매업,12,,"34,958,700",500,"17,479,350,000",원(KRW),정학헌,02-2156-7521,서울특별시 강남구 압구정로 104 501호
19170,신풍제약,KOSPI,,,32102,의약품 제조업,12,,"52,984,990",500,"27,592,495,000",원(KRW),유 제 만,031-491-6191,경기도 안산시 단원구 원시로 7 
481850,신한글로벌액티브리츠,KOSPI,,,116402,신탁업 및 집합투자업,2,,"43,477,664","1,000","43,477,664,000",원(KRW),조준우,02-2158-7400,"서울특별시 중구 세종대로 136 , 4층, 6층(태평로1가, 서울파이낸스센터)"
404990,신한서부티엔디리츠,KOSPI,,,126801,부동산 임대 및 공급업,12,,"55,955,884","1,000","55,955,884,000",원(KRW),승만호,02-2158-7400,"서울특별시 중구 세종대로 136 4층, 6층 (태평로1가, 서울파이낸스센터) "
293940,신한알파리츠,KOSPI,,,126801,부동산 임대 및 공급업,3,,"120,940,123","1,000","120,940,123,000",원(KRW),이준구,02-2158-7400,"서울특별시 중구 세종대로 136 4층, 6층(태평로1가, 서울파이낸스센터) "
452980,신한제11호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"18,905,000",100,"1,890,500,000",원(KRW),오정훈,02-3772-1180,서울특별시 영등포구 의사당대로 96 티피타워 32F
474660,신한제12호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"5,520,000",100,"552,000,000",원(KRW),이동호,02-3772-2085,서울특별시 영등포구 의사당대로 96 티피타워 32F
474930,신한제13호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"3,620,000",100,"362,000,000",원(KRW),배성환,02-2772-4912,서울특별시 영등포구 의사당대로 96 티피타워 32F
487360,신한제14호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"5,640,000",100,"564,000,000",원(KRW),정우주,02-3772-1172,서울특별시 영등포구 의사당대로 96 (TP Tower) 
487830,신한제15호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"4,350,000",100,"435,000,000",원(KRW),연오흠,02-3772-2367,서울특별시 영등포구 의사당대로 96(TP Tower) 
55550,신한지주,KOSPI,,,116409,기타 금융업,12,,"503,445,325","5,000","2,695,586,060,000",원(KRW),진옥동,02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가
56700,신화인터텍,KOSDAQ,중견기업부,,32202,플라스틱제품 제조업,12,,"29,135,091",500,"14,567,545,500",원(KRW),안철흥,041-590-3300,충남 천안시 동남구 병천면 매봉로 308 
187270,신화콘텍,KOSDAQ,벤처기업부,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,,"10,143,845",500,"5,071,922,500",원(KRW),이정진,031-432-1527,경기도 안양시 만안구 일직로94번길 3 (석수동)
4080,신흥,KOSPI,,,74605,기계장비 및 관련 물품 도매업,12,,"9,500,000",500,"6,733,070,000",원(KRW),이용익,02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀
243840,신흥에스이씨,KOSDAQ,우량기업부,,32802,일차전지 및 이차전지 제조업,12,,"38,558,235",500,"19,459,517,500",원(KRW),황만용,031-378-8141,경기도 오산시 양산로 48 &nbsp
257720,실리콘투,KOSDAQ,우량기업부,,74608,상품 종합 도매업,12,,"61,171,908",500,"30,686,677,000",원(KRW),김성운,317893850,"경기도 성남시 분당구 판교역로 231, 에스동 907호 "
222800,심텍,KOSDAQ,우량기업부,,32602,전자부품 제조업,12,,"31,854,143",500,"15,927,071,500",원(KRW),"전영선, 김영구",043-269-9000,충청북도 청주시 흥덕구 산단로 73 &nbsp
36710,심텍홀딩스,KOSDAQ,중견기업부,,137105,회사 본부 및 경영 컨설팅 서비스업,12,,"48,723,279",500,"24,361,639,500",원(KRW),박광준,043-909-8000,충청북도 청주시 흥덕구 산단로 73 
444530,심플랫폼,KOSDAQ,기술성장기업부,기술성장기업,105802,소프트웨어 개발 및 공급업,12,,"6,241,227",500,"3,120,613,500",원(KRW),"임대근, 강태신",02-6925-4334,"서울특별시 금천구 가산디지털1로 226, 2003호 "
160980,싸이맥스,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"10,924,243",500,"5,462,121,500",원(KRW),"정혜은, 정구용 (각자대표)",031-371-8600,경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 
356890,싸이버원,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"11,953,825",200,"2,390,765,000",원(KRW),육동현,02-3475-4900,서울특별시 서초구 효령로 39 
217330,싸이토젠,KOSDAQ,기술성장기업부,기술성장기업,137001,자연과학 및 공학 연구개발업,12,,"23,129,547",500,"11,564,773,500",원(KRW),"전병희, 안지훈 (각자대표)",02-6925-1070,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 8층
102280,쌍방울,KOSPI,,,31401,봉제의복 제조업,12,,"26,259,210",100,"2,625,921,000",원(KRW),정운호,02-3485-6000,서울특별시 중구 퇴계로 390 - 
4770,써니전자,KOSPI,,,32602,전자부품 제조업,12,,"36,702,884",500,"19,301,442,000",원(KRW),차상권,043-853-1760,충청북도 충주시  목행산단2로 59 
217320,썬테크,KONEX,일반기업부,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,신영증권,"1,050,000",500,"525,000,000",원(KRW),이선휴,061-721-2222,전라남도 순천시 해룡면 율촌산단4로 101 
208640,썸에이지,KOSDAQ,중견기업부,,105802,소프트웨어 개발 및 공급업,12,,"139,240,254",100,"13,924,025,400",원(KRW),박홍서,031-714-1381,"경기도 성남시 분당구 황새울로 246 B동 6층(수내동, 도담빌딩) "
222420,쎄노텍,KOSDAQ,벤처기업부,,32309,기타 비금속 광물제품 제조업,12,,"45,460,231",100,"4,546,023,100",원(KRW),"이승호, 이주성(각자)",055-584-9183,"경상남도 함안군 가야읍 함마대로 1256-40 사내리 1257, 1256"
37760,쎄니트,KOSDAQ,우량기업부,,32401,1차 철강 제조업,12,,"33,832,921",500,"16,916,460,500",원(KRW),"최재관, 박승배(각자대표)",02-598-1250,경상남도 의령군  의령읍 구룡로4남길 53 
81180,쎄크,KOSDAQ,기술성장기업부,기술성장기업,32901,일반 목적용 기계 제조업,12,,"8,725,535",500,"4,362,767,500",원(KRW),김종현,031-215-7341,경기도 수원시 권선구 산업로155번길 111 
99320,쎄트렉아이,KOSDAQ,우량기업부,,33103,"항공기,우주선 및 부품 제조업",12,,"10,951,278",500,"5,475,639,000",원(KRW),김이을,042-365-7500,대전광역시 유성구 엑스포로 441 (문지동) 
49960,쎌바이오텍,KOSDAQ,벤처기업부,,32101,기초 의약물질 제조업,12,,"9,400,000",500,"4,700,000,000",원(KRW),정명준,031-987-6205-7,경기 김포시 월곶면 개곡리 134 
88280,쏘닉스,KOSDAQ,기술성장기업부,기술성장기업,32601,반도체 제조업,12,,"17,306,490","1,000","17,306,490,000",원(KRW),양형국,031-686-8500,경기도 평택시 청북읍 현곡산단로93번길 81 
403550,쏘카,KOSPI,,,147601,운송장비 임대업,12,,"32,841,902",100,"3,284,190,200",원(KRW),박재욱,7047053315,제주특별자치도 제주시 연미길 42 (오라삼동) 
50890,쏠리드,KOSDAQ,우량기업부,,32604,통신 및 방송 장비 제조업,12,,"61,095,231",500,"30,610,820,000",원(KRW),"정준, 이승희 (각자대표이사)",031-627-6000,경기도 성남시 분당구 판교역로 220 쏠리드스페이스 
394800,쓰리빌리언,KOSDAQ,기술성장기업부,기술성장기업,137001,자연과학 및 공학 연구개발업,12,,"31,721,539",100,"3,172,153,900",원(KRW),금창원,070-5154-8746,"서울특별시 강남구 테헤란로 415 8층(삼성동, 엘7호텔스강남타워) "
177900,쓰리에이로직스,KOSDAQ,기술성장기업부,기술성장기업,32601,반도체 제조업,12,,"9,558,800",500,"4,779,400,000",원(KRW),"박광범, 이평한",031-715-7117,경기도 성남시 수정구 금토로40번길 26 N동 5층 
475400,씨메스,KOSDAQ,기술성장기업부,기술성장기업,32902,특수 목적용 기계 제조업,12,,"11,608,430",500,"5,804,215,000",원(KRW),이성호,1800-8647,서울특별시 강남구 도산대로 318 &nbsp
109670,씨싸이트,KOSDAQ,중견기업부,,31401,봉제의복 제조업,12,,"5,836,602",500,"2,918,301,000",원(KRW),김상기,02-2056-9178,"서울특별시 강남구 테헤란로 625 2층, 7층(삼성동, 덕명빌딩) &nbsp"
66790,씨씨에스,KOSDAQ,중견기업부,,106002,텔레비전 방송업,12,,"65,152,039",500,"32,576,019,500",원(KRW),"정평영, 권영완 각자대표",043-850-7104,충북 충주시 용산동 35 
222080,씨아이에스,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"77,371,839",100,"7,737,183,900",원(KRW),김동진,053-593-1552,대구광역시 동구 팔공로47길 37 -
4920,씨아이테크,KOSPI,,,32605,영상 및 음향기기 제조업,12,,"50,065,793",500,"25,032,896,500",원(KRW),김대영,02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관
236030,씨알푸드,KONEX,일반기업부,,31005,"곡물가공품, 전분 및 전분제품 제조업",12,NH투자증권,"2,033,332",500,"1,016,666,000",원(KRW),이상범,043-645-4100,충청북도 제천시 바이오밸리1로 85 
103660,씨앗,KONEX,일반기업부,,32004,기타 화학제품 제조업,12,대신증권,"6,017,471",500,"3,008,735,500",원(KRW),이영선,062-940-7200,광주광역시 광산구 평동산단로169번길 40(월전동) 
352480,씨앤씨인터내셔널,KOSDAQ,우량기업부,,32004,기타 화학제품 제조업,12,,"10,013,941",100,"1,001,394,100",원(KRW),"배은철,배수아(각자 대표이사)",031-8006-1600,경기도 화성시 삼성1로5길 39 
245450,씨앤에스링크,KONEX,일반기업부,,32604,통신 및 방송 장비 제조업,12,iM증권,"1,579,960",500,"789,980,000",원(KRW),안상태,070-8786-6458,"경기도 성남시 중원구 갈마치로288번길 1412층 1206호(상대원동, 성남에스케이브이1타워) "
264660,씨앤지하이테크,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"9,721,172",500,"4,860,586,000",원(KRW),"홍사문, 홍중선 (각자 대표이사)",031-659-9803,경기도 안성시 원곡면 승량길 162 &nbsp
352700,씨앤투스,KOSDAQ,우량기업부,,32005,화학섬유 제조업,12,,"26,276,899",500,"14,336,649,500",원(KRW),하춘욱,02-585-5915,부산광역시 강서구 녹산산업중로192번길 24 
458870,씨어스테크놀로지,KOSDAQ,기술성장기업부,기술성장기업,32701,의료용 기기 제조업,12,,"12,590,880",500,"6,295,440,000",원(KRW),이영신,031-8023-9811,경기도 평택시 진위면 동부대로 291-13 
297090,씨에스베어링,KOSDAQ,중견기업부,,32901,일반 목적용 기계 제조업,12,,"27,270,000",500,"13,635,000,000",원(KRW),김창헌,055-589-9100,서울특별시 강남구 언주로 723 8층(논현동) 
112610,씨에스윈드,KOSPI,,,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,,"42,171,403",500,"21,085,701,500",원(KRW),방성훈,02-6480-1800,서울특별시 강남구 언주로 723 -
900120,씨엑스아이,KOSDAQ,외국기업(소속부없음),,116409,기타 금융업,6,,"300,577,845",0.05,"15,028,892",미국달러(USD),린진성,86-1395-0486-047,"P.O. Box 902, Grand Cayman, KY1-1103, Cayman Islands Third Floor, Century Yard, Cricket Square "
359090,씨엔알리서치,KOSDAQ,벤처기업부,,137309,"그외 기타 전문, 과학 및 기술 서비스업",12,,"56,725,891",100,"5,672,589,100",원(KRW),윤문태,,"서울특별시 강남구 역삼로 412 (대치동, 씨엔알빌딩)"
115530,씨엔플러스,KOSDAQ,중견기업부,,32602,전자부품 제조업,12,,"67,963,000",100,"6,796,300,000",원(KRW),정상옥,032-813-0970,경기도 시흥시 시화벤처로 305 B동(정왕동)
